MORA60;Edad;Ingreso_Mensual;Max_Calif;Nivel_Educativo;Situacion_Casa
1;31;1773;1;TECNICO;PROPIA
1;31;3950;1;PROFESIONAL;FAMILIAR
1;31;1600;0;TECNICO;FAMILIAR
1;31;2542.3;0;PROFESIONAL;PROPIA
1;31;1861;0;TECNICO;FAMILIAR
1;31;788.74;2;EDUCACION BASICA;PROPIA
1;31;3367.12;0;PROFESIONAL;FAMILIAR
1;31;3000;0;PROFESIONAL;FAMILIAR
1;31;5300;0;PROFESIONAL;FAMILIAR
1;31;1400;1;PROFESIONAL;FAMILIAR
1;31;1256;0;PROFESIONAL;FAMILIAR
1;31;2600;0;PROFESIONAL;FAMILIAR
1;31;10675;1;TECNICO;ALQUILADA
1;32;2930;2;TECNICO;FAMILIAR
1;32;2120;1;PROFESIONAL;FAMILIAR
1;32;1607.35;0;TECNICO;PROPIA
1;32;966.89;0;TECNICO;FAMILIAR
1;32;3135;1;TECNICO;FAMILIAR
1;32;7650;0;PROFESIONAL;PROPIA
1;32;2000;0;PROFESIONAL;FAMILIAR
1;32;1800;1;TECNICO;FAMILIAR
1;32;1559.38;0;TECNICO;FAMILIAR
1;32;15500;0;PROFESIONAL;FAMILIAR
1;32;15500;0;PROFESIONAL;FAMILIAR
1;32;2700;1;TECNICO;FAMILIAR
0;33;2030.99;0;TECNICO;FAMILIAR
0;33;7195.55;0;PROFESIONAL;FAMILIAR
0;33;7500;0;PROFESIONAL;PROPIA
0;33;4500;2;PROFESIONAL;FAMILIAR
1;33;3000;0;TECNICO;FAMILIAR
1;33;2372;0;TECNICO;FAMILIAR
1;33;738.4;1;TECNICO;FAMILIAR
1;33;760;0;TECNICO;FAMILIAR
1;33;3000;3;PROFESIONAL;FAMILIAR
1;33;10000;0;PROFESIONAL;FAMILIAR
1;33;1000;3;TECNICO;FAMILIAR
1;33;5800;0;PROFESIONAL;FAMILIAR
0;34;1682.62;0;TECNICO;FAMILIAR
0;34;2800;1;TECNICO;FAMILIAR
0;34;1858.37;0;PROFESIONAL;OTRAS
0;34;2300;0;PROFESIONAL;PROPIA
1;34;2500;0;EDUCACION BASICA;FAMILIAR
1;34;1700;0;TECNICO;FAMILIAR
1;34;2400;0;TECNICO;PROPIA
1;34;2200;2;TECNICO;FAMILIAR
1;34;7000;0;TECNICO;FAMILIAR
1;34;1400;0;PROFESIONAL;PROPIA
1;34;1273.28;1;TECNICO;FAMILIAR
1;34;4550;1;PROFESIONAL;FAMILIAR
1;34;3500;0;TECNICO;FAMILIAR
1;34;1389.54;3;TECNICO;FAMILIAR
0;35;2950;0;PROFESIONAL;FAMILIAR
0;35;4815;0;PROFESIONAL;PROPIA
0;35;2100;4;PROFESIONAL;FAMILIAR
0;35;3033;0;PROFESIONAL;PROPIA
0;35;5695;1;PROFESIONAL;FAMILIAR
1;35;714.63;0;TECNICO;FAMILIAR
1;35;8600;2;TECNICO;FAMILIAR
1;35;8121.78;2;TECNICO;OTRAS
1;35;2500;0;TECNICO;FAMILIAR
1;35;2500;0;TECNICO;FAMILIAR
1;35;1600;1;PROFESIONAL;FAMILIAR
1;35;8200;1;PROFESIONAL;PROPIA
1;35;6000;1;PROFESIONAL;FAMILIAR
1;35;1359;0;TECNICO;FAMILIAR
1;35;4500;0;PROFESIONAL;PROPIA
0;36;763.29;0;TECNICO;FAMILIAR
0;36;8000;0;PROFESIONAL;FAMILIAR
1;36;1066;0;TECNICO;FAMILIAR
1;36;1500;4;EDUCACION BASICA;PROPIA
1;36;1300;0;TECNICO;FAMILIAR
1;36;1200;0;PROFESIONAL;FAMILIAR
1;36;800;1;TECNICO;FAMILIAR
0;37;3450;0;PROFESIONAL;FAMILIAR
1;37;2457.77;0;PROFESIONAL;FAMILIAR
1;37;800;0;TECNICO;FAMILIAR
1;37;2100;4;PROFESIONAL;FAMILIAR
1;37;15846;4;SUPERIOR;PROPIA
1;37;1000;0;PROFESIONAL;PROPIA
1;37;1600;0;PROFESIONAL;FAMILIAR
1;37;4500;0;PROFESIONAL;PROPIA
1;37;2481.88;0;PROFESIONAL;PROPIA
1;37;3243.43;2;PROFESIONAL;PROPIA
1;37;2100;1;PROFESIONAL;FAMILIAR
0;38;1182.36;3;TECNICO;FAMILIAR
0;38;24000;0;TECNICO;FAMILIAR
1;38;1500;0;TECNICO;FAMILIAR
1;38;2600.55;1;TECNICO;PROPIA
1;38;892.96;0;TECNICO;FAMILIAR
1;38;1055.69;3;PROFESIONAL;PROPIA
1;38;3600;1;TECNICO;FAMILIAR
1;38;1283.24;2;TECNICO;OTRAS
1;38;8000;0;PROFESIONAL;PROPIA
0;39;695.45;2;TECNICO;FAMILIAR
0;39;15000;0;PROFESIONAL;FAMILIAR
1;39;2100;0;TECNICO;FAMILIAR
0;40;3290.22;1;TECNICO;FAMILIAR
0;40;750;0;TECNICO;FAMILIAR
0;40;2900;0;PROFESIONAL;PROPIA
0;40;3000;0;PROFESIONAL;FAMILIAR
1;40;2743.5;0;EDUCACION BASICA;FAMILIAR
1;40;2900;1;TECNICO;PROPIA
1;40;3258.44;0;TECNICO;FAMILIAR
1;40;741.82;0;TECNICO;PROPIA
1;40;1200;0;TECNICO;PROPIA
1;40;1250;2;PROFESIONAL;FAMILIAR
1;40;873.1;2;TECNICO;FAMILIAR
1;40;4500;0;PROFESIONAL;FAMILIAR
1;40;2200;0;TECNICO;FAMILIAR
0;41;840;0;TECNICO;PROPIA
1;41;2000;1;TECNICO;FAMILIAR
1;41;2100;0;EDUCACION BASICA;PROPIA
1;41;1078.06;0;TECNICO;FAMILIAR
1;41;9400;1;PROFESIONAL;FAMILIAR
1;41;3223;1;TECNICO;PROPIA
1;42;858.14;0;TECNICO;PROPIA
1;42;1400;0;SUPERIOR;FAMILIAR
1;42;1200;0;PROFESIONAL;FAMILIAR
1;42;2150;1;TECNICO;FAMILIAR
1;42;4866;2;PROFESIONAL;FAMILIAR
1;42;10000;1;PROFESIONAL;FAMILIAR
1;42;2854.13;0;SUPERIOR;FAMILIAR
0;43;2500;0;TECNICO;FAMILIAR
0;43;1200;0;SUPERIOR;FAMILIAR
0;43;4800;0;PROFESIONAL;PROPIA
1;43;5500;0;PROFESIONAL;FAMILIAR
1;43;800;0;TECNICO;FAMILIAR
1;43;1056;0;TECNICO;FAMILIAR
0;44;15000;1;PROFESIONAL;PROPIA
0;44;6600;0;PROFESIONAL;FAMILIAR
1;44;700;0;TECNICO;FAMILIAR
1;44;2500;0;TECNICO;FAMILIAR
1;44;1706.5;0;TECNICO;FAMILIAR
1;44;1536.25;0;TECNICO;PROPIA
0;45;7797.66;0;PROFESIONAL;FAMILIAR
0;45;2500;4;PROFESIONAL;PROPIA
1;45;2227.3;0;TECNICO;FAMILIAR
1;46;1250;0;PROFESIONAL;PROPIA
1;46;4800;4;PROFESIONAL;FAMILIAR
1;46;1100;0;TECNICO;PROPIA
1;46;3000;1;PROFESIONAL;PROPIA
1;46;3901.61;1;PROFESIONAL;FAMILIAR
1;47;3000;1;PROFESIONAL;FAMILIAR
1;47;3054.39;1;TECNICO;FAMILIAR
1;47;6200;1;PROFESIONAL;FAMILIAR
1;47;732.68;0;TECNICO;FAMILIAR
1;47;2500;0;PROFESIONAL;FAMILIAR
0;48;1400;0;PROFESIONAL;FAMILIAR
1;48;2100;1;EDUCACION BASICA;PROPIA
1;48;2000;4;PROFESIONAL;FAMILIAR
1;48;6000;0;PROFESIONAL;FAMILIAR
1;48;13297.86;2;PROFESIONAL;FAMILIAR
0;49;2400;0;TECNICO;FAMILIAR
0;49;2300;0;PROFESIONAL;FAMILIAR
1;49;2435.11;4;TECNICO;FAMILIAR
1;49;8000;0;PROFESIONAL;PROPIA
1;49;1000;0;TECNICO;PROPIA
1;49;1400;1;TECNICO;FAMILIAR
1;49;820;0;TECNICO;FAMILIAR
1;49;2500;1;PROFESIONAL;PROPIA
0;50;6600;0;TECNICO;FAMILIAR
0;50;2923.86;1;TECNICO;FAMILIAR
1;50;750;0;TECNICO;FAMILIAR
1;50;13046;3;PROFESIONAL;PROPIA
1;50;9120;4;PROFESIONAL;PROPIA
0;51;5000;0;PROFESIONAL;PROPIA
1;51;4500;0;TECNICO;PROPIA
1;51;2100;0;PROFESIONAL;FAMILIAR
1;51;1200;0;PROFESIONAL;FAMILIAR
1;51;9600;1;PROFESIONAL;PROPIA
0;52;2100;0;PROFESIONAL;PROPIA
1;52;3465;4;PROFESIONAL;FAMILIAR
1;52;10900;0;PROFESIONAL;FAMILIAR
1;52;5324.69;1;PROFESIONAL;FAMILIAR
1;53;2015.03;0;TECNICO;FAMILIAR
0;54;15000;3;PROFESIONAL;PROPIA
0;55;3000;0;TECNICO;FAMILIAR
1;55;2069;2;TECNICO;FAMILIAR
1;55;1440.67;0;TECNICO;PROPIA
1;55;2100;0;PROFESIONAL;FAMILIAR
1;56;5700;1;SUPERIOR;FAMILIAR
0;57;2200;0;PROFESIONAL;PROPIA
1;57;4176.35;0;TECNICO;FAMILIAR
1;59;8000;1;EDUCACION BASICA;FAMILIAR
1;59;800;2;EDUCACION BASICA;FAMILIAR
1;59;7000;0;PROFESIONAL;PROPIA
1;59;7000;0;PROFESIONAL;PROPIA
0;60;3200;0;TECNICO;PROPIA
0;61;2100;0;PROFESIONAL;PROPIA
1;64;415;0;TECNICO;FAMILIAR
1;65;2500;0;PROFESIONAL;FAMILIAR
1;65;2500;0;PROFESIONAL;FAMILIAR
1;66;1656.2;1;EDUCACION BASICA;FAMILIAR
1;67;3940;1;TECNICO;FAMILIAR
1;68;2822.17;0;PROFESIONAL;FAMILIAR
1;70;2832;1;TECNICO;FAMILIAR
1;71;2824.63;0;TECNICO;PROPIA
1;22;1258.85;0;PROFESIONAL;PROPIA
0;23;2100;0;PROFESIONAL;FAMILIAR
1;23;1117.6;0;TECNICO;PROPIA
1;24;2500;1;PROFESIONAL;FAMILIAR
1;24;1500;0;PROFESIONAL;FAMILIAR
1;24;1500;0;PROFESIONAL;FAMILIAR
1;25;1043.77;0;PROFESIONAL;FAMILIAR
1;26;686.42;0;TECNICO;FAMILIAR
0;27;2000;0;PROFESIONAL;PROPIA
0;27;1021.53;0;PROFESIONAL;FAMILIAR
1;27;2100;0;PROFESIONAL;FAMILIAR
1;27;5600;1;PROFESIONAL;PROPIA
1;28;1200;0;TECNICO;PROPIA
1;28;1343.87;0;PROFESIONAL;FAMILIAR
0;29;3882.83;0;PROFESIONAL;PROPIA
1;29;1103.83;0;TECNICO;FAMILIAR
0;30;4080;0;PROFESIONAL;FAMILIAR
1;30;1480;1;TECNICO;FAMILIAR
1;31;1400;2;PROFESIONAL;FAMILIAR
1;31;966.95;0;PROFESIONAL;FAMILIAR
1;32;1285.65;1;PROFESIONAL;PROPIA
0;34;968;0;TECNICO;FAMILIAR
0;34;2888.87;0;TECNICO;FAMILIAR
1;34;7000;4;PROFESIONAL;FAMILIAR
1;35;4119;1;SUPERIOR;FAMILIAR
1;35;6586.12;0;PROFESIONAL;FAMILIAR
1;36;3890.38;2;TECNICO;FAMILIAR
1;37;1396.67;0;PROFESIONAL;FAMILIAR
0;38;2164.77;0;PROFESIONAL;FAMILIAR
0;39;3137.78;0;TECNICO;PROPIA
0;39;1300;0;PROFESIONAL;FAMILIAR
1;39;8546;2;PROFESIONAL;PROPIA
1;39;1085.93;0;PROFESIONAL;FAMILIAR
0;40;3500;0;PROFESIONAL;PROPIA
1;40;5563;1;PROFESIONAL;FAMILIAR
0;41;1800;0;SUPERIOR;PROPIA
0;42;9000;0;PROFESIONAL;PROPIA
1;42;1800;0;TECNICO;FAMILIAR
1;43;786.63;0;TECNICO;PROPIA
0;44;3050;0;PROFESIONAL;FAMILIAR
0;45;6395;0;PROFESIONAL;FAMILIAR
1;45;1639.08;0;PROFESIONAL;FAMILIAR
1;46;2177.28;0;TECNICO;PROPIA
0;48;2300;0;PROFESIONAL;PROPIA
1;48;14000;0;EDUCACION BASICA;PROPIA
1;50;1857.29;1;PROFESIONAL;FAMILIAR
0;52;953.16;0;TECNICO;FAMILIAR
0;54;1558.02;0;TECNICO;PROPIA
1;54;2890;0;PROFESIONAL;PROPIA
1;55;1560.93;0;TECNICO;FAMILIAR
0;56;3392;1;PROFESIONAL;PROPIA
0;57;2500;0;PROFESIONAL;PROPIA
1;57;1329.35;0;PROFESIONAL;FAMILIAR
1;57;8018;1;PROFESIONAL;PROPIA
1;61;1200;0;TECNICO;FAMILIAR
0;32;1324.67;0;TECNICO;PROPIA
1;47;990.79;1;TECNICO;FAMILIAR
0;51;1686.55;0;TECNICO;PROPIA
0;23;2245.74;0;TECNICO;PROPIA
1;24;2200;0;TECNICO;FAMILIAR
1;25;1020.99;2;TECNICO;PROPIA
1;25;985.48;0;TECNICO;FAMILIAR
1;28;1000;0;PROFESIONAL;FAMILIAR
1;28;2100;2;PROFESIONAL;PROPIA
1;29;1100;0;TECNICO;PROPIA
0;30;7185.04;0;PROFESIONAL;FAMILIAR
0;31;2228.21;0;PROFESIONAL;PROPIA
1;31;4150.28;0;PROFESIONAL;FAMILIAR
1;33;1354.53;1;TECNICO;PROPIA
1;33;1400;0;PROFESIONAL;FAMILIAR
0;34;2288.95;1;PROFESIONAL;FAMILIAR
1;34;1529.98;0;TECNICO;PROPIA
1;36;2850;0;PROFESIONAL;FAMILIAR
0;38;2200;0;EDUCACION BASICA;PROPIA
1;38;5192;0;EDUCACION BASICA;ALQUILADA
1;38;1498.78;0;TECNICO;FAMILIAR
1;38;1400;0;TECNICO;PROPIA
1;40;1433.08;0;TECNICO;PROPIA
1;40;6000;0;EDUCACION BASICA;FAMILIAR
0;43;1288.39;0;TECNICO;PROPIA
0;48;5546;1;PROFESIONAL;PROPIA
0;21;2100;1;SUPERIOR;FAMILIAR
0;22;2100;0;SUPERIOR;FAMILIAR
1;22;1100;0;TECNICO;FAMILIAR
1;22;655.36;0;TECNICO;FAMILIAR
1;22;1314.93;1;PROFESIONAL;PROPIA
1;23;817.5;1;TECNICO;FAMILIAR
1;23;1510.49;0;TECNICO;PROPIA
0;24;1084.18;0;TECNICO;FAMILIAR
0;24;1790.24;0;TECNICO;PROPIA
1;24;608.58;0;EDUCACION BASICA;PROPIA
1;24;901.51;0;TECNICO;PROPIA
1;24;613.75;0;TECNICO;FAMILIAR
1;24;2900;0;PROFESIONAL;FAMILIAR
1;24;1017.82;0;EDUCACION BASICA;FAMILIAR
1;24;1200;1;PROFESIONAL;FAMILIAR
1;24;844.76;0;TECNICO;FAMILIAR
0;25;2100;1;PROFESIONAL;FAMILIAR
0;25;2100;1;PROFESIONAL;FAMILIAR
1;25;1179;1;TECNICO;FAMILIAR
1;25;889.98;0;TECNICO;FAMILIAR
1;25;800;0;TECNICO;FAMILIAR
1;25;1570;0;TECNICO;FAMILIAR
1;25;1377.55;0;TECNICO;FAMILIAR
1;25;840.91;0;PROFESIONAL;FAMILIAR
0;26;2000;0;TECNICO;FAMILIAR
1;26;1121.35;0;TECNICO;PROPIA
1;26;1284.86;0;TECNICO;PROPIA
1;26;1772.94;0;TECNICO;FAMILIAR
1;26;1205.58;0;TECNICO;PROPIA
1;26;1666.18;0;TECNICO;FAMILIAR
1;26;887.72;1;TECNICO;PROPIA
0;27;4389;3;TECNICO;FAMILIAR
0;27;3550;0;PROFESIONAL;FAMILIAR
1;27;608.03;1;TECNICO;PROPIA
1;27;1200;0;TECNICO;PROPIA
1;27;1500;0;TECNICO;FAMILIAR
1;27;964;0;TECNICO;FAMILIAR
1;27;1200;0;TECNICO;FAMILIAR
1;27;902.42;0;TECNICO;PROPIA
1;27;1200;0;TECNICO;FAMILIAR
1;27;814;0;TECNICO;FAMILIAR
1;28;1012.29;0;TECNICO;FAMILIAR
1;28;1536.01;0;TECNICO;FAMILIAR
1;28;2250;0;PROFESIONAL;FAMILIAR
0;29;1362.9;3;TECNICO;PROPIA
1;29;980.47;0;TECNICO;FAMILIAR
1;29;1500;1;TECNICO;PROPIA
1;29;1300;0;TECNICO;FAMILIAR
1;29;1400.99;1;TECNICO;PROPIA
1;29;2704;0;PROFESIONAL;FAMILIAR
1;29;4290;0;TECNICO;FAMILIAR
1;29;3555;1;PROFESIONAL;PROPIA
1;29;636.98;0;TECNICO;FAMILIAR
1;29;1117.66;0;TECNICO;FAMILIAR
0;30;3000;0;SUPERIOR;PROPIA
0;30;2690.91;0;TECNICO;PROPIA
0;30;1478.91;0;TECNICO;PROPIA
1;30;2100;0;TECNICO;FAMILIAR
1;30;691.05;0;TECNICO;FAMILIAR
1;30;2398.78;0;TECNICO;PROPIA
1;30;2100;1;PROFESIONAL;FAMILIAR
0;31;3800;0;TECNICO;FAMILIAR
0;31;27718;1;PROFESIONAL;PROPIA
0;31;1900;0;TECNICO;PROPIA
1;31;1400;1;TECNICO;FAMILIAR
1;31;684.82;0;TECNICO;FAMILIAR
1;31;741.65;0;TECNICO;PROPIA
0;32;950;0;TECNICO;FAMILIAR
0;32;2117.29;0;TECNICO;PROPIA
0;32;2500;1;TECNICO;FAMILIAR
0;32;2050;0;TECNICO;FAMILIAR
1;32;1500;2;TECNICO;FAMILIAR
1;32;1715.49;0;TECNICO;FAMILIAR
1;32;3000;0;PROFESIONAL;PROPIA
1;32;1700;2;PROFESIONAL;FAMILIAR
1;32;1000;0;PROFESIONAL;FAMILIAR
1;32;1326.49;0;TECNICO;FAMILIAR
0;33;3500;1;PROFESIONAL;FAMILIAR
1;33;8000;1;TECNICO;PROPIA
1;33;1355.85;0;TECNICO;FAMILIAR
1;33;674.95;0;TECNICO;PROPIA
1;33;700;0;TECNICO;PROPIA
1;33;696.83;0;TECNICO;FAMILIAR
1;33;9252;0;PROFESIONAL;PROPIA
0;34;2066.59;0;TECNICO;FAMILIAR
0;34;1400;0;TECNICO;FAMILIAR
0;34;1384.57;0;TECNICO;PROPIA
1;34;1068.84;0;TECNICO;FAMILIAR
1;34;1200;0;TECNICO;FAMILIAR
1;34;1050;0;TECNICO;FAMILIAR
1;34;680;3;TECNICO;FAMILIAR
1;34;3500;0;PROFESIONAL;PROPIA
1;34;3802;0;PROFESIONAL;FAMILIAR
1;34;1600;0;PROFESIONAL;PROPIA
0;35;834.25;0;TECNICO;PROPIA
0;35;9052.8;1;TECNICO;FAMILIAR
1;35;3000;0;PROFESIONAL;PROPIA
0;36;3050;2;PROFESIONAL;FAMILIAR
0;36;13500;0;PROFESIONAL;FAMILIAR
0;36;2449;1;PROFESIONAL;FAMILIAR
0;36;5137.37;0;PROFESIONAL;PROPIA
1;36;669.35;0;TECNICO;PROPIA
1;36;2450;2;PROFESIONAL;FAMILIAR
1;36;1996.91;0;PROFESIONAL;FAMILIAR
1;36;1228.92;0;TECNICO;PROPIA
1;36;2987.08;0;PROFESIONAL;PROPIA
1;36;2987.08;0;PROFESIONAL;PROPIA
1;36;2471.63;0;PROFESIONAL;PROPIA
1;36;1583;0;PROFESIONAL;FAMILIAR
1;36;2100;2;PROFESIONAL;PROPIA
1;36;603.86;0;TECNICO;FAMILIAR
1;36;2129.42;1;PROFESIONAL;PROPIA
1;37;710;0;TECNICO;FAMILIAR
1;37;689.37;2;TECNICO;PROPIA
1;37;5200;0;TECNICO;PROPIA
1;37;3000;1;PROFESIONAL;PROPIA
1;37;2255;1;PROFESIONAL;PROPIA
0;38;2800;0;TECNICO;PROPIA
0;38;1100;0;TECNICO;PROPIA
0;38;5000;0;PROFESIONAL;FAMILIAR
1;38;1000;4;TECNICO;FAMILIAR
1;38;20000;1;PROFESIONAL;PROPIA
1;38;1325.7;1;TECNICO;FAMILIAR
1;38;981.69;0;TECNICO;PROPIA
1;38;1693.16;0;TECNICO;FAMILIAR
1;38;1769.94;0;TECNICO;PROPIA
1;38;11233;0;PROFESIONAL;FAMILIAR
1;38;11233;0;PROFESIONAL;FAMILIAR
1;38;3555;0;PROFESIONAL;PROPIA
1;38;16138;0;PROFESIONAL;FAMILIAR
1;39;2400;1;TECNICO;FAMILIAR
1;39;1900;0;EDUCACION BASICA;FAMILIAR
1;39;838.73;0;TECNICO;FAMILIAR
1;39;948.33;0;TECNICO;PROPIA
1;39;2010;0;EDUCACION BASICA;PROPIA
1;39;1332.54;0;TECNICO;PROPIA
1;40;1100;4;TECNICO;FAMILIAR
1;40;2081.97;1;TECNICO;PROPIA
0;41;15000;0;PROFESIONAL;PROPIA
1;41;7239;0;TECNICO;FAMILIAR
1;41;816.74;0;TECNICO;PROPIA
1;41;3000;0;PROFESIONAL;FAMILIAR
1;42;2000;0;TECNICO;PROPIA
1;42;1500;0;TECNICO;PROPIA
1;42;1700;0;TECNICO;PROPIA
1;43;2000;2;TECNICO;FAMILIAR
1;43;706.38;0;TECNICO;FAMILIAR
1;43;1197.77;0;TECNICO;FAMILIAR
1;43;2491.91;4;PROFESIONAL;PROPIA
1;44;9000;2;TECNICO;PROPIA
1;44;2800;0;PROFESIONAL;FAMILIAR
0;45;989.8;0;TECNICO;PROPIA
1;45;4998.44;1;TECNICO;PROPIA
1;45;893.11;0;TECNICO;FAMILIAR
1;45;20000;2;PROFESIONAL;PROPIA
0;46;3089.29;0;TECNICO;FAMILIAR
1;46;15535;0;PROFESIONAL;FAMILIAR
1;46;2576.76;1;PROFESIONAL;PROPIA
1;47;4193.44;1;PROFESIONAL;PROPIA
1;47;14300;1;PROFESIONAL;PROPIA
1;48;2500;1;EDUCACION BASICA;FAMILIAR
0;49;2250;0;PROFESIONAL;FAMILIAR
0;49;16000;0;PROFESIONAL;PROPIA
1;49;2551.8;2;PROFESIONAL;PROPIA
1;50;1004.56;0;EDUCACION BASICA;FAMILIAR
1;50;9000;1;PROFESIONAL;PROPIA
1;51;2929.85;0;PROFESIONAL;FAMILIAR
0;52;1211.88;0;TECNICO;PROPIA
1;52;2697.4;0;TECNICO;PROPIA
1;52;3304.85;1;PROFESIONAL;FAMILIAR
1;52;1301.65;0;TECNICO;PROPIA
1;53;800;2;TECNICO;FAMILIAR
0;54;900;0;TECNICO;PROPIA
0;55;1683;0;TECNICO;PROPIA
0;56;4000;0;TECNICO;PROPIA
1;58;779.1;0;PROFESIONAL;PROPIA
1;60;1671;0;EDUCACION BASICA;FAMILIAR
0;63;10000;0;PROFESIONAL;FAMILIAR
1;63;6600;0;PROFESIONAL;FAMILIAR
1;64;15000;0;TECNICO;PROPIA
1;64;15000;0;TECNICO;PROPIA
1;65;28753;0;EDUCACION BASICA;PROPIA
1;65;6700;0;PROFESIONAL;PROPIA
1;21;682.51;0;TECNICO;FAMILIAR
1;22;1165.71;0;TECNICO;FAMILIAR
1;22;1165.71;0;TECNICO;PROPIA
1;22;790.22;0;TECNICO;FAMILIAR
1;22;1100;0;TECNICO;FAMILIAR
0;24;800;0;SUPERIOR;FAMILIAR
1;24;1415.79;0;TECNICO;PROPIA
1;24;960.6;0;TECNICO;PROPIA
0;25;2500;0;TECNICO;FAMILIAR
0;25;3913.92;0;PROFESIONAL;PROPIA
1;25;1720.24;0;TECNICO;PROPIA
1;25;924.47;1;TECNICO;PROPIA
1;25;1404.18;0;TECNICO;PROPIA
1;25;969.2;0;TECNICO;FAMILIAR
1;25;3500;1;PROFESIONAL;PROPIA
1;26;1444.53;0;TECNICO;FAMILIAR
1;26;1175.44;0;TECNICO;OTRAS
1;26;1200;1;TECNICO;OTRAS
1;26;3000;0;PROFESIONAL;FAMILIAR
0;27;1790.29;1;PROFESIONAL;PROPIA
0;27;1779.22;0;TECNICO;OTRAS
0;27;4600;0;PROFESIONAL;PROPIA
1;27;1417.28;0;TECNICO;FAMILIAR
1;27;850.3;0;TECNICO;FAMILIAR
1;27;1877.55;0;TECNICO;FAMILIAR
0;28;3500;0;PROFESIONAL;FAMILIAR
1;28;950;0;TECNICO;FAMILIAR
1;28;2630;0;TECNICO;FAMILIAR
1;28;1200;1;TECNICO;FAMILIAR
1;28;1450;0;TECNICO;FAMILIAR
1;28;1047.29;0;TECNICO;PROPIA
1;28;971.77;0;TECNICO;PROPIA
1;28;2300;1;TECNICO;PROPIA
0;29;5600;0;SUPERIOR;FAMILIAR
0;29;974.73;0;TECNICO;PROPIA
0;29;2300;0;TECNICO;PROPIA
1;29;2500;0;PROFESIONAL;PROPIA
1;29;1629.74;0;TECNICO;FAMILIAR
1;29;2296.13;0;PROFESIONAL;PROPIA
1;29;2161.78;0;TECNICO;PROPIA
1;29;1667.94;1;TECNICO;FAMILIAR
0;30;1999.34;0;TECNICO;FAMILIAR
0;30;2782.94;0;PROFESIONAL;FAMILIAR
0;30;1551.08;0;PROFESIONAL;PROPIA
1;30;1350;1;TECNICO;FAMILIAR
1;30;1500;0;TECNICO;FAMILIAR
1;30;3500;0;PROFESIONAL;PROPIA
1;30;1050;2;TECNICO;FAMILIAR
1;30;1400;1;TECNICO;FAMILIAR
1;30;1420;1;TECNICO;PROPIA
1;30;3500;0;PROFESIONAL;FAMILIAR
1;30;1046.14;1;TECNICO;PROPIA
1;30;2000;0;PROFESIONAL;FAMILIAR
0;31;2561.54;0;TECNICO;PROPIA
0;31;30000;1;PROFESIONAL;PROPIA
0;31;2500;1;PROFESIONAL;FAMILIAR
1;31;1400;0;TECNICO;OTRAS
1;31;7000;1;PROFESIONAL;PROPIA
1;31;1174.6;0;TECNICO;FAMILIAR
1;31;3650;0;TECNICO;PROPIA
1;31;3650;0;TECNICO;PROPIA
1;31;3400;0;TECNICO;FAMILIAR
1;31;1250;0;PROFESIONAL;FAMILIAR
1;31;1360;0;TECNICO;FAMILIAR
1;31;1337.77;0;TECNICO;FAMILIAR
0;32;1200;2;TECNICO;PROPIA
0;32;482.96;1;PROFESIONAL;PROPIA
0;32;2901.19;0;SIN EDUCACION;FAMILIAR
1;32;2393.24;1;TECNICO;FAMILIAR
1;32;1538.3;0;TECNICO;FAMILIAR
1;32;1797.29;0;TECNICO;OTRAS
1;32;2218.94;0;TECNICO;FAMILIAR
1;32;2500;0;PROFESIONAL;FAMILIAR
1;32;1100;0;TECNICO;FAMILIAR
1;32;2985.8;0;TECNICO;FAMILIAR
1;32;2700;2;PROFESIONAL;FAMILIAR
0;33;2800;0;PROFESIONAL;FAMILIAR
0;33;3600;0;PROFESIONAL;FAMILIAR
1;33;1600;0;TECNICO;FAMILIAR
1;33;1105.43;0;TECNICO;PROPIA
1;33;1298.25;0;TECNICO;FAMILIAR
1;33;2157.24;0;TECNICO;FAMILIAR
1;33;900;1;TECNICO;FAMILIAR
1;33;1988.51;0;TECNICO;PROPIA
1;33;834.04;0;TECNICO;FAMILIAR
1;34;4220;0;PROFESIONAL;FAMILIAR
1;34;1000;0;TECNICO;FAMILIAR
1;34;2895;1;PROFESIONAL;FAMILIAR
1;34;1215.25;0;PROFESIONAL;FAMILIAR
1;34;1016.17;0;TECNICO;PROPIA
1;34;11000;0;PROFESIONAL;PROPIA
0;35;3600;1;PROFESIONAL;FAMILIAR
0;35;2214.48;0;TECNICO;FAMILIAR
1;35;1800;0;TECNICO;FAMILIAR
1;35;2400;3;PROFESIONAL;FAMILIAR
1;36;2300;0;TECNICO;FAMILIAR
1;36;1346.81;0;TECNICO;FAMILIAR
1;37;2400;0;TECNICO;FAMILIAR
1;37;1982.86;0;TECNICO;FAMILIAR
1;37;1114.9;0;TECNICO;FAMILIAR
1;37;2697;0;PROFESIONAL;PROPIA
1;38;2200;0;TECNICO;FAMILIAR
1;38;2300;4;PROFESIONAL;FAMILIAR
1;38;1200;0;TECNICO;FAMILIAR
1;38;1567.85;0;TECNICO;PROPIA
1;38;1000;0;TECNICO;FAMILIAR
1;38;1614.91;0;TECNICO;OTRAS
0;39;1148.31;0;TECNICO;PROPIA
1;39;1268.09;0;TECNICO;FAMILIAR
1;40;3486.7;0;TECNICO;PROPIA
1;40;1145.77;1;TECNICO;PROPIA
1;40;1890.11;0;TECNICO;PROPIA
