MORA60;Edad;Ingreso_Mensual;Max_Calif;Nivel_Educativo;Situacion_Casa
1;22;900;0;PROFESIONAL;FAMILIAR
1;22;842.25;0;TECNICO;FAMILIAR
1;22;1350;1;SUPERIOR;FAMILIAR
1;22;2000;0;PROFESIONAL;FAMILIAR
1;22;998.72;0;PROFESIONAL;FAMILIAR
1;22;800;0;PROFESIONAL;FAMILIAR
1;22;2100;2;PROFESIONAL;FAMILIAR
0;23;2100;1;PROFESIONAL;FAMILIAR
0;23;2100;1;TECNICO;FAMILIAR
0;23;2300;0;PROFESIONAL;FAMILIAR
0;23;800;0;TECNICO;PROPIA
0;23;1244.27;1;TECNICO;FAMILIAR
0;23;710;4;TECNICO;FAMILIAR
0;23;2800;1;PROFESIONAL;FAMILIAR
0;23;1473.77;1;TECNICO;FAMILIAR
0;23;2100;0;SUPERIOR;FAMILIAR
1;23;900;2;TECNICO;FAMILIAR
1;23;1000;0;TECNICO;FAMILIAR
1;23;1211.32;0;TECNICO;PROPIA
1;23;955.9;1;TECNICO;FAMILIAR
1;23;1382.03;0;TECNICO;FAMILIAR
1;23;1216.85;2;TECNICO;FAMILIAR
1;23;1560.63;0;TECNICO;FAMILIAR
1;23;1200;0;TECNICO;FAMILIAR
1;23;1449.06;0;TECNICO;FAMILIAR
1;23;769.68;0;TECNICO;FAMILIAR
1;23;1063;3;PROFESIONAL;FAMILIAR
1;23;750;0;SUPERIOR;FAMILIAR
1;23;900;0;TECNICO;FAMILIAR
1;23;752.87;1;TECNICO;PROPIA
1;23;2142;0;PROFESIONAL;FAMILIAR
1;23;2100;0;SUPERIOR;FAMILIAR
1;23;918.54;1;SUPERIOR;FAMILIAR
1;23;945.84;0;TECNICO;FAMILIAR
1;23;2000;1;PROFESIONAL;FAMILIAR
1;23;1133.52;0;TECNICO;PROPIA
1;23;1056.56;0;PROFESIONAL;FAMILIAR
1;23;2100;0;TECNICO;FAMILIAR
1;23;1500;0;TECNICO;FAMILIAR
1;23;1200;0;PROFESIONAL;FAMILIAR
1;23;1031.33;0;TECNICO;FAMILIAR
1;23;1094.69;1;TECNICO;PROPIA
1;23;901.2;0;TECNICO;FAMILIAR
1;23;932.46;0;TECNICO;PROPIA
1;23;10000;0;PROFESIONAL;FAMILIAR
1;23;1000;0;TECNICO;FAMILIAR
1;23;700;0;TECNICO;FAMILIAR
1;23;3500;3;PROFESIONAL;FAMILIAR
1;23;1309.46;2;TECNICO;OTRAS
1;23;1245.44;0;TECNICO;FAMILIAR
1;23;1100;0;TECNICO;PROPIA
1;23;2000;1;PROFESIONAL;FAMILIAR
1;23;1404.54;2;TECNICO;FAMILIAR
1;23;1974.42;0;PROFESIONAL;FAMILIAR
1;23;747.05;0;PROFESIONAL;FAMILIAR
1;23;1200;0;PROFESIONAL;FAMILIAR
1;23;1201.6;0;TECNICO;PROPIA
1;23;6178.19;0;PROFESIONAL;FAMILIAR
1;23;1500;0;TECNICO;FAMILIAR
1;23;750;0;TECNICO;FAMILIAR
1;23;2000;0;PROFESIONAL;FAMILIAR
1;23;1736;0;PROFESIONAL;FAMILIAR
1;23;2100;4;PROFESIONAL;FAMILIAR
1;23;1401.22;1;PROFESIONAL;FAMILIAR
1;23;1112.5;0;TECNICO;FAMILIAR
1;23;2300;0;PROFESIONAL;FAMILIAR
1;23;3068.75;3;PROFESIONAL;FAMILIAR
1;23;868.57;0;TECNICO;FAMILIAR
1;23;947.77;2;PROFESIONAL;FAMILIAR
0;24;3500;0;TECNICO;FAMILIAR
0;24;1119.98;0;TECNICO;PROPIA
0;24;2100;2;SUPERIOR;PROPIA
0;24;1200;0;TECNICO;FAMILIAR
0;24;2200;2;TECNICO;FAMILIAR
0;24;3000;1;PROFESIONAL;FAMILIAR
0;24;5050;0;TECNICO;PROPIA
0;24;2506.18;0;PROFESIONAL;FAMILIAR
0;24;900;0;PROFESIONAL;FAMILIAR
0;24;2100;0;SUPERIOR;FAMILIAR
0;24;2055.37;0;TECNICO;FAMILIAR
0;24;2446.21;0;TECNICO;FAMILIAR
0;24;2700;0;PROFESIONAL;FAMILIAR
0;24;2500;0;PROFESIONAL;FAMILIAR
0;24;864.82;2;PROFESIONAL;FAMILIAR
0;24;2100;0;SUPERIOR;FAMILIAR
0;24;3500;1;PROFESIONAL;FAMILIAR
0;24;1112.36;0;PROFESIONAL;FAMILIAR
0;24;1315.87;0;PROFESIONAL;FAMILIAR
1;24;3876;2;TECNICO;FAMILIAR
1;24;2100;1;TECNICO;FAMILIAR
1;24;2100;4;SUPERIOR;FAMILIAR
1;24;905.53;1;TECNICO;PROPIA
1;24;780;1;TECNICO;FAMILIAR
1;24;10718;1;PROFESIONAL;FAMILIAR
1;24;1500;0;TECNICO;FAMILIAR
1;24;4200;1;TECNICO;FAMILIAR
1;24;1600;0;TECNICO;FAMILIAR
1;24;907.5;0;TECNICO;PROPIA
1;24;900;0;TECNICO;PROPIA
1;24;554.36;0;TECNICO;FAMILIAR
1;24;1221.95;0;TECNICO;FAMILIAR
1;24;19800;1;PROFESIONAL;PROPIA
1;24;3200;2;TECNICO;FAMILIAR
1;24;2100;1;SUPERIOR;FAMILIAR
1;24;1066.25;1;TECNICO;FAMILIAR
1;24;800;0;PROFESIONAL;FAMILIAR
1;24;700;0;PROFESIONAL;FAMILIAR
1;24;900;0;TECNICO;FAMILIAR
1;24;909.03;0;TECNICO;FAMILIAR
1;24;1208.31;0;TECNICO;FAMILIAR
1;24;1200;0;TECNICO;FAMILIAR
1;24;900;0;TECNICO;PROPIA
1;24;876.43;0;TECNICO;PROPIA
1;24;2500;1;PROFESIONAL;FAMILIAR
1;24;1375.52;2;TECNICO;FAMILIAR
1;24;657.27;1;TECNICO;FAMILIAR
1;24;1043.82;0;TECNICO;FAMILIAR
1;24;1268.28;0;TECNICO;PROPIA
1;24;667.63;0;TECNICO;PROPIA
1;24;1004;0;EDUCACION BASICA;FAMILIAR
1;24;695.48;0;TECNICO;FAMILIAR
1;24;5500;0;PROFESIONAL;FAMILIAR
1;24;1434.17;0;PROFESIONAL;FAMILIAR
1;24;4900;0;TECNICO;FAMILIAR
1;24;838.09;0;PROFESIONAL;PROPIA
1;24;1477;1;PROFESIONAL;FAMILIAR
1;24;2200;0;PROFESIONAL;FAMILIAR
1;24;1428;1;TECNICO;FAMILIAR
1;24;4900;0;TECNICO;FAMILIAR
1;24;4900;0;TECNICO;FAMILIAR
1;24;4020;1;PROFESIONAL;FAMILIAR
1;24;1170.93;1;TECNICO;FAMILIAR
1;24;1000;2;TECNICO;FAMILIAR
1;24;1400;0;TECNICO;FAMILIAR
1;24;1625.44;1;SUPERIOR;FAMILIAR
1;24;1200;2;SUPERIOR;FAMILIAR
1;24;1299.25;0;PROFESIONAL;FAMILIAR
1;24;1500;0;PROFESIONAL;FAMILIAR
1;24;770;0;PROFESIONAL;OTRAS
1;24;1400;0;PROFESIONAL;FAMILIAR
1;24;3886.2;0;PROFESIONAL;FAMILIAR
1;24;2942.37;0;PROFESIONAL;FAMILIAR
1;24;1125.81;0;PROFESIONAL;FAMILIAR
1;24;2010;1;PROFESIONAL;FAMILIAR
1;24;1300;0;PROFESIONAL;FAMILIAR
1;24;2500;0;PROFESIONAL;FAMILIAR
1;24;2957.82;0;PROFESIONAL;FAMILIAR
1;24;1200;0;PROFESIONAL;FAMILIAR
0;25;2200;0;PROFESIONAL;FAMILIAR
0;25;1266.15;0;TECNICO;FAMILIAR
0;25;1524.72;0;EDUCACION BASICA;FAMILIAR
0;25;2500;0;PROFESIONAL;FAMILIAR
0;25;1270.43;0;TECNICO;PROPIA
0;25;1403.77;0;TECNICO;FAMILIAR
0;25;1200;0;TECNICO;FAMILIAR
0;25;3000;0;PROFESIONAL;FAMILIAR
0;25;2500;0;PROFESIONAL;FAMILIAR
0;25;2100;3;SUPERIOR;FAMILIAR
0;25;975.3;0;PROFESIONAL;FAMILIAR
0;25;706.82;0;SUPERIOR;FAMILIAR
0;25;1850.46;0;PROFESIONAL;PROPIA
0;25;2100;0;SUPERIOR;FAMILIAR
0;25;900;1;SUPERIOR;FAMILIAR
0;25;6600;0;PROFESIONAL;FAMILIAR
0;25;1295.31;0;PROFESIONAL;FAMILIAR
1;25;729.27;0;TECNICO;PROPIA
1;25;1076.98;0;TECNICO;FAMILIAR
1;25;1520.49;0;TECNICO;PROPIA
1;25;749.38;0;TECNICO;FAMILIAR
1;25;1222.93;0;TECNICO;FAMILIAR
1;25;1800;1;PROFESIONAL;FAMILIAR
1;25;2419;0;TECNICO;FAMILIAR
1;25;1413.58;0;TECNICO;FAMILIAR
1;25;1084.58;0;TECNICO;FAMILIAR
1;25;1300;0;TECNICO;FAMILIAR
1;25;2400;0;PROFESIONAL;FAMILIAR
1;25;1280;0;TECNICO;FAMILIAR
1;25;2200;0;PROFESIONAL;FAMILIAR
1;25;799.07;0;TECNICO;OTRAS
1;25;2600;0;PROFESIONAL;FAMILIAR
1;25;898.97;1;EDUCACION BASICA;FAMILIAR
1;25;795.66;0;TECNICO;OTRAS
1;25;800;0;PROFESIONAL;FAMILIAR
1;25;1200;0;TECNICO;FAMILIAR
1;25;711.92;0;SUPERIOR;PROPIA
1;25;3067.4;0;PROFESIONAL;FAMILIAR
1;25;1075.9;0;TECNICO;FAMILIAR
1;25;623.78;0;TECNICO;PROPIA
1;25;869.84;1;TECNICO;FAMILIAR
1;25;656.49;0;TECNICO;FAMILIAR
1;25;1400;1;TECNICO;PROPIA
1;25;5500;1;PROFESIONAL;FAMILIAR
1;25;730;1;TECNICO;FAMILIAR
1;25;995.5;2;TECNICO;FAMILIAR
1;25;1400;0;EDUCACION BASICA;PROPIA
1;25;9200;0;PROFESIONAL;FAMILIAR
1;25;2200;1;TECNICO;PROPIA
1;25;5300;1;PROFESIONAL;FAMILIAR
1;25;1200;0;TECNICO;PROPIA
1;25;898.06;0;TECNICO;FAMILIAR
1;25;5130;0;TECNICO;FAMILIAR
1;25;5130;0;TECNICO;FAMILIAR
1;25;3135;0;PROFESIONAL;FAMILIAR
1;25;878.27;0;TECNICO;FAMILIAR
1;25;700;0;PROFESIONAL;FAMILIAR
1;25;842.71;1;TECNICO;FAMILIAR
1;25;1131.9;0;TECNICO;FAMILIAR
1;25;1000;0;TECNICO;FAMILIAR
1;25;960.32;0;TECNICO;PROPIA
1;25;1222.64;0;TECNICO;FAMILIAR
1;25;946.95;0;PROFESIONAL;FAMILIAR
1;25;1300;0;TECNICO;FAMILIAR
1;25;2100;0;TECNICO;FAMILIAR
1;25;1149.05;0;PROFESIONAL;FAMILIAR
1;25;2500;2;PROFESIONAL;FAMILIAR
1;25;871.06;1;TECNICO;FAMILIAR
1;25;9309.35;0;SUPERIOR;PROPIA
1;25;2000;2;PROFESIONAL;FAMILIAR
1;25;1000;0;TECNICO;FAMILIAR
1;25;2815.16;0;TECNICO;FAMILIAR
1;25;1600;0;TECNICO;FAMILIAR
1;25;13500;0;TECNICO;FAMILIAR
1;25;2500;0;TECNICO;FAMILIAR
1;25;1193.15;1;TECNICO;PROPIA
1;25;2700;4;TECNICO;FAMILIAR
1;25;2700;0;PROFESIONAL;FAMILIAR
1;25;916.09;1;PROFESIONAL;FAMILIAR
1;25;939.64;1;TECNICO;FAMILIAR
1;25;1036.02;0;TECNICO;FAMILIAR
1;25;1096.79;0;TECNICO;FAMILIAR
1;25;1436.29;0;PROFESIONAL;FAMILIAR
1;25;4000;0;PROFESIONAL;FAMILIAR
1;25;1600;0;PROFESIONAL;FAMILIAR
1;25;3315;1;PROFESIONAL;FAMILIAR
1;25;6325;0;PROFESIONAL;FAMILIAR
1;25;978.4;0;PROFESIONAL;FAMILIAR
1;25;1500;0;TECNICO;FAMILIAR
1;25;1108.61;2;PROFESIONAL;FAMILIAR
1;25;1500;3;PROFESIONAL;FAMILIAR
1;25;1800;0;TECNICO;FAMILIAR
1;25;2500;0;PROFESIONAL;FAMILIAR
1;25;6500;1;PROFESIONAL;FAMILIAR
1;25;3139;0;PROFESIONAL;FAMILIAR
1;25;1200;0;PROFESIONAL;PROPIA
1;25;2100;0;PROFESIONAL;FAMILIAR
0;26;2400;0;PROFESIONAL;FAMILIAR
0;26;3000;0;PROFESIONAL;FAMILIAR
0;26;2300;0;PROFESIONAL;FAMILIAR
0;26;703.53;0;TECNICO;FAMILIAR
0;26;2278.38;0;PROFESIONAL;FAMILIAR
0;26;2166.26;1;TECNICO;PROPIA
0;26;861.67;1;PROFESIONAL;PROPIA
0;26;2900;4;PROFESIONAL;FAMILIAR
0;26;2270;0;TECNICO;FAMILIAR
0;26;7000;0;TECNICO;FAMILIAR
0;26;1522.87;0;TECNICO;FAMILIAR
0;26;2425.95;0;PROFESIONAL;FAMILIAR
0;26;1141.88;0;PROFESIONAL;PROPIA
0;26;2100;0;PROFESIONAL;FAMILIAR
0;26;3000;0;SUPERIOR;FAMILIAR
0;26;4000;1;PROFESIONAL;FAMILIAR
0;26;3575.67;0;TECNICO;FAMILIAR
0;26;1000;0;TECNICO;FAMILIAR
0;26;2300;1;PROFESIONAL;FAMILIAR
0;26;2100;0;TECNICO;FAMILIAR
0;26;2583.52;1;PROFESIONAL;FAMILIAR
0;26;2077.57;1;PROFESIONAL;FAMILIAR
0;26;2261.04;2;SUPERIOR;FAMILIAR
0;26;2304.71;0;PROFESIONAL;FAMILIAR
0;26;3459.11;0;PROFESIONAL;FAMILIAR
0;26;2100;4;PROFESIONAL;FAMILIAR
0;26;4199.09;0;PROFESIONAL;FAMILIAR
1;26;2100;1;TECNICO;FAMILIAR
1;26;1036.74;0;TECNICO;FAMILIAR
1;26;2100;0;PROFESIONAL;FAMILIAR
1;26;2503.6;0;PROFESIONAL;FAMILIAR
1;26;2400;0;PROFESIONAL;FAMILIAR
1;26;30000;0;PROFESIONAL;FAMILIAR
1;26;1620;0;TECNICO;FAMILIAR
1;26;6600;1;SIN EDUCACION;FAMILIAR
1;26;2000;3;SUPERIOR;PROPIA
1;26;649.75;0;TECNICO;FAMILIAR
1;26;2000;1;TECNICO;FAMILIAR
1;26;1630;1;TECNICO;FAMILIAR
1;26;1280.88;0;TECNICO;FAMILIAR
1;26;1191.94;1;SUPERIOR;FAMILIAR
1;26;705.76;0;EDUCACION BASICA;FAMILIAR
1;26;1072.5;0;TECNICO;FAMILIAR
1;26;3550;0;PROFESIONAL;FAMILIAR
1;26;800;0;PROFESIONAL;FAMILIAR
1;26;1378.3;4;TECNICO;FAMILIAR
1;26;2052.84;1;PROFESIONAL;FAMILIAR
1;26;1537.01;0;TECNICO;PROPIA
1;26;850;0;TECNICO;FAMILIAR
1;26;6600;1;PROFESIONAL;PROPIA
1;26;2300;3;PROFESIONAL;FAMILIAR
1;26;673.73;1;TECNICO;FAMILIAR
1;26;2000;0;PROFESIONAL;FAMILIAR
1;26;3200;0;PROFESIONAL;FAMILIAR
1;26;2100;1;PROFESIONAL;FAMILIAR
1;26;937.85;0;TECNICO;PROPIA
1;26;1099.9;1;TECNICO;FAMILIAR
1;26;2100;3;TECNICO;FAMILIAR
1;26;1500;0;TECNICO;FAMILIAR
1;26;619.79;2;EDUCACION BASICA;FAMILIAR
1;26;629.08;0;PROFESIONAL;FAMILIAR
1;26;628.84;0;TECNICO;PROPIA
1;26;5261;0;PROFESIONAL;FAMILIAR
1;26;933.27;0;TECNICO;PROPIA
1;26;1100;1;SUPERIOR;FAMILIAR
1;26;885.78;1;TECNICO;FAMILIAR
1;26;3500;0;PROFESIONAL;FAMILIAR
1;26;1470.56;0;EDUCACION BASICA;FAMILIAR
1;26;1650;0;TECNICO;FAMILIAR
1;26;4500;2;PROFESIONAL;FAMILIAR
1;26;1100;0;TECNICO;FAMILIAR
1;26;1228.38;0;TECNICO;PROPIA
1;26;1700;1;TECNICO;FAMILIAR
1;26;1000;1;TECNICO;FAMILIAR
1;26;11812;0;TECNICO;FAMILIAR
1;26;11812;0;TECNICO;FAMILIAR
1;26;881.31;0;TECNICO;FAMILIAR
1;26;1430.29;0;TECNICO;FAMILIAR
1;26;764.61;0;TECNICO;FAMILIAR
1;26;3350;0;PROFESIONAL;FAMILIAR
1;26;615.68;1;PROFESIONAL;FAMILIAR
1;26;2343.24;0;PROFESIONAL;FAMILIAR
1;26;1200;1;PROFESIONAL;FAMILIAR
1;26;1800;2;TECNICO;FAMILIAR
1;26;763.3;3;PROFESIONAL;FAMILIAR
1;26;1450;1;TECNICO;FAMILIAR
1;26;1700;0;PROFESIONAL;FAMILIAR
1;26;713.41;0;TECNICO;FAMILIAR
1;26;3372;0;TECNICO;FAMILIAR
1;26;3372;0;TECNICO;FAMILIAR
1;26;897.14;0;TECNICO;FAMILIAR
1;26;4100;0;TECNICO;FAMILIAR
1;26;1050;3;TECNICO;PROPIA
1;26;2917.1;1;PROFESIONAL;FAMILIAR
1;26;3300;0;PROFESIONAL;FAMILIAR
1;26;2300;0;PROFESIONAL;FAMILIAR
1;26;9850;0;PROFESIONAL;PROPIA
1;26;3500;2;PROFESIONAL;FAMILIAR
1;26;1800;0;PROFESIONAL;FAMILIAR
1;26;2100;0;SUPERIOR;FAMILIAR
0;27;2097.4;0;TECNICO;PROPIA
0;27;2100;0;PROFESIONAL;FAMILIAR
0;27;1032.6;0;TECNICO;FAMILIAR
0;27;1400;0;PROFESIONAL;FAMILIAR
0;27;736.93;0;TECNICO;FAMILIAR
0;27;1207.65;0;TECNICO;FAMILIAR
0;27;2250;0;TECNICO;FAMILIAR
0;27;2300;0;PROFESIONAL;FAMILIAR
0;27;2450;4;TECNICO;FAMILIAR
0;27;5000;0;TECNICO;FAMILIAR
0;27;4180;0;PROFESIONAL;FAMILIAR
0;27;2561.45;2;PROFESIONAL;FAMILIAR
0;27;2100;0;SUPERIOR;PROPIA
0;27;1500;0;PROFESIONAL;FAMILIAR
0;27;3800;3;TECNICO;FAMILIAR
0;27;1757;2;PROFESIONAL;FAMILIAR
0;27;1071.72;0;TECNICO;FAMILIAR
0;27;700;0;PROFESIONAL;FAMILIAR
0;27;1272.05;1;PROFESIONAL;FAMILIAR
0;27;2300;0;SUPERIOR;FAMILIAR
0;27;880;0;PROFESIONAL;FAMILIAR
0;27;2100;0;SUPERIOR;FAMILIAR
0;27;3613.04;0;PROFESIONAL;FAMILIAR
0;27;2000;0;PROFESIONAL;FAMILIAR
0;27;1223.85;0;PROFESIONAL;FAMILIAR
0;27;1200;0;PROFESIONAL;FAMILIAR
0;27;4000;0;PROFESIONAL;FAMILIAR
0;27;3500;0;PROFESIONAL;FAMILIAR
0;27;3500;0;PROFESIONAL;FAMILIAR
1;27;1800;1;TECNICO;FAMILIAR
1;27;4200;0;PROFESIONAL;ALQUILADA
1;27;790.84;0;TECNICO;FAMILIAR
1;27;930.25;1;TECNICO;FAMILIAR
1;27;785.96;0;TECNICO;FAMILIAR
1;27;6600;0;TECNICO;FAMILIAR
1;27;6171;1;PROFESIONAL;FAMILIAR
1;27;750;0;EDUCACION BASICA;FAMILIAR
1;27;6600;0;TECNICO;FAMILIAR
1;27;811.25;0;SUPERIOR;FAMILIAR
1;27;3300;0;TECNICO;FAMILIAR
1;27;852.5;0;TECNICO;PROPIA
1;27;856.78;0;TECNICO;FAMILIAR
1;27;800;0;TECNICO;FAMILIAR
1;27;1449;1;TECNICO;PROPIA
1;27;868.7;1;TECNICO;PROPIA
1;27;1500;0;PROFESIONAL;FAMILIAR
1;27;2800;2;TECNICO;ALQUILADA
1;27;1661.26;1;PROFESIONAL;FAMILIAR
1;27;805.52;0;TECNICO;FAMILIAR
1;27;1044.97;0;TECNICO;OTRAS
1;27;900;0;SUPERIOR;FAMILIAR
1;27;2700;1;PROFESIONAL;FAMILIAR
1;27;1293.75;0;PROFESIONAL;FAMILIAR
1;27;800;0;TECNICO;FAMILIAR
1;27;3914;1;TECNICO;FAMILIAR
1;27;840;0;TECNICO;FAMILIAR
1;27;593.57;1;TECNICO;FAMILIAR
1;27;2000;3;PROFESIONAL;FAMILIAR
1;27;800;0;TECNICO;FAMILIAR
1;27;3541.83;2;TECNICO;FAMILIAR
1;27;1500;0;PROFESIONAL;FAMILIAR
1;27;823.54;0;TECNICO;FAMILIAR
1;27;20000;0;PROFESIONAL;FAMILIAR
1;27;6657.3;1;TECNICO;FAMILIAR
1;27;995.42;0;TECNICO;PROPIA
1;27;1432.86;0;TECNICO;FAMILIAR
1;27;1500;0;PROFESIONAL;FAMILIAR
1;27;2650;0;TECNICO;FAMILIAR
1;27;918.32;0;PROFESIONAL;FAMILIAR
1;27;1800;0;SIN EDUCACION;FAMILIAR
1;27;3000;2;PROFESIONAL;FAMILIAR
1;27;616.24;0;PROFESIONAL;FAMILIAR
1;27;716.44;0;TECNICO;FAMILIAR
1;27;2171;0;TECNICO;PROPIA
1;27;2171;0;TECNICO;PROPIA
1;27;2200;0;PROFESIONAL;FAMILIAR
1;27;1034.44;0;TECNICO;FAMILIAR
1;27;2200;1;PROFESIONAL;FAMILIAR
1;27;932.66;0;TECNICO;PROPIA
1;27;736.73;1;SUPERIOR;FAMILIAR
1;27;3121.92;2;PROFESIONAL;FAMILIAR
1;27;2500;0;TECNICO;FAMILIAR
1;27;5500;1;PROFESIONAL;FAMILIAR
1;27;3101.83;0;PROFESIONAL;FAMILIAR
1;27;2868.18;0;PROFESIONAL;FAMILIAR
1;27;1129.09;0;PROFESIONAL;FAMILIAR
1;27;700;1;TECNICO;FAMILIAR
1;27;3459.71;1;PROFESIONAL;PROPIA
1;27;900;0;TECNICO;FAMILIAR
1;27;8250;0;PROFESIONAL;FAMILIAR
1;27;781.99;0;TECNICO;FAMILIAR
1;27;2400;1;PROFESIONAL;FAMILIAR
1;27;3900;3;PROFESIONAL;FAMILIAR
1;27;1100;2;TECNICO;PROPIA
1;27;6742.54;1;PROFESIONAL;FAMILIAR
1;27;4000;0;TECNICO;FAMILIAR
1;27;1300;0;TECNICO;PROPIA
1;27;4727;1;PROFESIONAL;FAMILIAR
1;27;2400;1;PROFESIONAL;FAMILIAR
1;27;736.83;0;PROFESIONAL;FAMILIAR
1;27;4300;2;PROFESIONAL;FAMILIAR
1;27;4500;0;PROFESIONAL;PROPIA
1;27;3500;0;PROFESIONAL;PROPIA
1;27;857.75;2;TECNICO;FAMILIAR
1;27;1715;0;PROFESIONAL;FAMILIAR
1;27;13429;0;PROFESIONAL;ALQUILADA
1;27;1474.32;2;PROFESIONAL;OTRAS
1;27;5100;4;TECNICO;PROPIA
1;27;3286;0;PROFESIONAL;FAMILIAR
1;27;1455.18;0;PROFESIONAL;FAMILIAR
1;27;700;0;TECNICO;FAMILIAR
1;27;2205;0;SUPERIOR;FAMILIAR
1;27;2050;1;TECNICO;PROPIA
1;27;910;2;TECNICO;FAMILIAR
1;27;1400;0;PROFESIONAL;FAMILIAR
1;27;2800;0;PROFESIONAL;FAMILIAR
1;27;2200;0;TECNICO;FAMILIAR
1;27;659.05;2;TECNICO;FAMILIAR
1;27;2500;1;TECNICO;FAMILIAR
1;27;1250;1;PROFESIONAL;FAMILIAR
1;27;3000;0;PROFESIONAL;FAMILIAR
1;27;5100;4;PROFESIONAL;PROPIA
1;27;2641.18;3;PROFESIONAL;FAMILIAR
1;27;2000;1;PROFESIONAL;FAMILIAR
1;27;3000;0;PROFESIONAL;PROPIA
0;28;2800;2;PROFESIONAL;FAMILIAR
0;28;1400;0;PROFESIONAL;FAMILIAR
0;28;2200;0;PROFESIONAL;FAMILIAR
0;28;2100;0;TECNICO;FAMILIAR
0;28;3800;2;PROFESIONAL;FAMILIAR
0;28;801.49;0;TECNICO;FAMILIAR
0;28;1800;0;PROFESIONAL;FAMILIAR
0;28;1500;1;TECNICO;FAMILIAR
0;28;2000;1;PROFESIONAL;FAMILIAR
0;28;800;1;EDUCACION BASICA;FAMILIAR
0;28;1412.49;4;TECNICO;FAMILIAR
0;28;1893.27;2;TECNICO;PROPIA
0;28;2000;1;PROFESIONAL;FAMILIAR
0;28;2880;1;PROFESIONAL;FAMILIAR
0;28;2800;1;PROFESIONAL;FAMILIAR
0;28;1800;0;PROFESIONAL;FAMILIAR
0;28;9100;0;PROFESIONAL;FAMILIAR
0;28;1200;0;PROFESIONAL;FAMILIAR
0;28;6700;0;PROFESIONAL;FAMILIAR
0;28;5200;0;PROFESIONAL;FAMILIAR
0;28;5274;0;TECNICO;FAMILIAR
0;28;2100;0;SUPERIOR;FAMILIAR
0;28;7840;3;PROFESIONAL;FAMILIAR
0;28;1200;1;PROFESIONAL;FAMILIAR
0;28;5500;1;PROFESIONAL;FAMILIAR
0;28;1791.1;0;PROFESIONAL;FAMILIAR
0;28;2900;0;PROFESIONAL;FAMILIAR
0;28;2100;0;PROFESIONAL;FAMILIAR
0;28;2000;1;PROFESIONAL;FAMILIAR
0;28;3811.97;1;PROFESIONAL;FAMILIAR
0;28;2000;0;PROFESIONAL;FAMILIAR
0;28;6500;0;PROFESIONAL;PROPIA
0;28;5189.01;0;PROFESIONAL;PROPIA
0;28;3500;0;PROFESIONAL;FAMILIAR
0;28;3207.9;0;PROFESIONAL;FAMILIAR
0;28;6690;1;PROFESIONAL;FAMILIAR
0;28;5100;1;PROFESIONAL;FAMILIAR
0;28;7359;0;PROFESIONAL;FAMILIAR
1;28;1372.4;0;TECNICO;FAMILIAR
1;28;11900;1;TECNICO;FAMILIAR
1;28;700;0;TECNICO;PROPIA
1;28;646.25;0;TECNICO;FAMILIAR
1;28;700;0;TECNICO;FAMILIAR
1;28;3590;1;PROFESIONAL;FAMILIAR
1;28;1115.09;0;TECNICO;PROPIA
1;28;2000;0;PROFESIONAL;FAMILIAR
1;28;741.35;0;TECNICO;FAMILIAR
1;28;2100;0;TECNICO;FAMILIAR
1;28;5200;1;EDUCACION BASICA;FAMILIAR
1;28;929.47;0;TECNICO;FAMILIAR
1;28;1330.27;0;TECNICO;FAMILIAR
1;28;3274;0;TECNICO;FAMILIAR
1;28;2048;0;PROFESIONAL;FAMILIAR
1;28;2100;2;PROFESIONAL;FAMILIAR
1;28;1180.4;0;TECNICO;FAMILIAR
1;28;1400;0;TECNICO;FAMILIAR
1;28;608.6;1;TECNICO;FAMILIAR
1;28;2050;1;PROFESIONAL;FAMILIAR
1;28;1255.6;2;PROFESIONAL;FAMILIAR
1;28;2100;0;TECNICO;FAMILIAR
1;28;2000;0;TECNICO;OTRAS
1;28;1400;0;PROFESIONAL;FAMILIAR
1;28;1036.2;0;TECNICO;FAMILIAR
1;28;800;1;TECNICO;FAMILIAR
1;28;1200;0;PROFESIONAL;FAMILIAR
1;28;1800;0;PROFESIONAL;FAMILIAR
1;28;2000;0;PROFESIONAL;FAMILIAR
1;28;2000;0;TECNICO;FAMILIAR
1;28;1145.1;0;TECNICO;PROPIA
1;28;2618.83;0;PROFESIONAL;PROPIA
1;28;1250;0;TECNICO;FAMILIAR
1;28;2000;1;PROFESIONAL;FAMILIAR
1;28;1544.36;0;PROFESIONAL;FAMILIAR
1;28;950;0;TECNICO;FAMILIAR
1;28;11300;0;PROFESIONAL;FAMILIAR
1;28;3000;1;PROFESIONAL;FAMILIAR
1;28;3000;1;PROFESIONAL;FAMILIAR
1;28;701.49;0;TECNICO;OTRAS
1;28;1129.3;0;TECNICO;FAMILIAR
1;28;1088.09;1;TECNICO;FAMILIAR
1;28;6657.3;1;TECNICO;FAMILIAR
1;28;750;0;PROFESIONAL;PROPIA
1;28;2200;0;EDUCACION BASICA;FAMILIAR
1;28;2000;0;TECNICO;FAMILIAR
1;28;935;0;TECNICO;FAMILIAR
1;28;3400;0;PROFESIONAL;FAMILIAR
1;28;3000;1;PROFESIONAL;PROPIA
1;28;2300;0;PROFESIONAL;FAMILIAR
1;28;1317.38;1;TECNICO;FAMILIAR
1;28;635.71;1;TECNICO;FAMILIAR
1;28;3350;1;PROFESIONAL;FAMILIAR
